PMID,Title,Abstract,Authors,Journal,Publication Year,Keywords,DOI,Affiliations,MeSH Terms,Grant Support,Publication Types
38895407,Combining Sound and Deep Neural Networks for the Measurement of Jump Height in Sports Science.,"Jump height tests are employed to measure lower-limb muscle power of athletic and non-athletic populations. The most popular instruments for this purpose are jump mats and, in recent years, smartphone apps, which compute jump height through the manual annotation of video recordings and recently automatically using the sound produced during the jump to extract the flight time. In a previous work, the afore-mentioned sound systems were presented by the authors in which the take-off and landing events from the audio recordings of jump executions were obtained using classical signal processing. In this work, a more precise, noise-immune, and robust system, capable of working in the most unfavorable environments, is presented. The system uses a deep neural network trained specifically for this purpose. More than 300 jumps were recorded to train and validate the network performance. The ground truth was a jump mat, providing a slightly better accuracy in quiet and medium quiet environments but excellent accuracy in noisy and complicated ones. The developed audio-based system is a trustworthy instrument for measuring jump height accurately in any kind of environment, providing a perfect measurement tool that can be accessed through a mobile phone in the form of an app.","Lucas Banchero, Jose J Lopez, Basilio Pueo, Jose M Jimenez-Olmedo","Sensors (Basel, Switzerland)",2024,CNN; accuracy; detection; instrument; reliability; robustness; signal; test; validation,10.3390/s24113505,"Institute of Telecommunications and Multimedia Applications, Universitat Politecnica de Valencia, 46022 Valencia, Spain.; Institute of Telecommunications and Multimedia Applications, Universitat Politecnica de Valencia, 46022 Valencia, Spain.; University Institute for Computing Research, University of Alicante, 03690 Alicante, Spain.; Research Group in Health, Physical Activity, and Sports Technology, University of Alicante, 03690 Alicante, Spain.","Humans; Neural Networks, Computer; Sound; Mobile Applications; Smartphone; Sports; Male; Muscle Strength",N/A,Journal Article
38895230,"Dietary Patterns, Gut Microbiota and Sports Performance in Athletes: A Narrative Review.","The intestinal tract of humans harbors a dynamic and complex bacterial community known as the gut microbiota, which plays a crucial role in regulating functions such as metabolism and immunity in the human body. Numerous studies conducted in recent decades have also highlighted the significant potential of the gut microbiota in promoting human health. It is widely recognized that training and nutrition strategies are pivotal factors that allow athletes to achieve optimal performance. Consequently, there has been an increasing focus on whether training and dietary patterns influence sports performance through their impact on the gut microbiota. In this review, we aim to present the concept and primary functions of the gut microbiota, explore the relationship between exercise and the gut microbiota, and specifically examine the popular dietary patterns associated with athletes' sports performance while considering their interaction with the gut microbiota. Finally, we discuss the potential mechanisms by which dietary patterns affect sports performance from a nutritional perspective, aiming to elucidate the intricate interplay among dietary patterns, the gut microbiota, and sports performance. We have found that the precise application of specific dietary patterns (ketogenic diet, plant-based diet, high-protein diet, Mediterranean diet, and high intake of carbohydrate) can improve vascular function and reduce the risk of illness in health promotion, etc., as well as promoting recovery and controlling weight with regard to improving sports performance, etc. In conclusion, although it can be inferred that certain aspects of an athlete's ability may benefit from specific dietary patterns mediated by the gut microbiota to some extent, further high-quality clinical studies are warranted to substantiate these claims and elucidate the underlying mechanisms.","Yonglin Chen, Keer Yang, Mingxin Xu, Yishuo Zhang, Xiquan Weng, Jiaji Luo, Yanshuo Li, Yu-Heng Mao",Nutrients,2024,athlete; dietary pattern; gut microbiome; sports performance,10.3390/nu16111634,"School of Exercise and Health, Guangzhou Sport University, Guangzhou 510500, China.; School of Exercise and Health, Guangzhou Sport University, Guangzhou 510500, China.; The Fifth College of Clinical Medicine, Guangzhou University of Chinese Medicine, Guangzhou 510500, China.; School of Exercise and Health, Guangzhou Sport University, Guangzhou 510500, China.; School of Exercise and Health, Guangzhou Sport University, Guangzhou 510500, China.; School of Exercise and Health, Guangzhou Sport University, Guangzhou 510500, China.; School of Exercise and Health, Guangzhou Sport University, Guangzhou 510500, China.; School of Exercise and Health, Guangzhou Sport University, Guangzhou 510500, China.",Humans; Gastrointestinal Microbiome; Athletic Performance; Athletes; Diet; Sports Nutritional Physiological Phenomena; Exercise; Feeding Behavior; Dietary Patterns,2023A1515010004 (Guangdong Basic and Applied Basic Research Foundation); 2023ZDZX2035 (Special Funds in Key Areas of Guangdong Provincial Department of Education); 82003434 (National Natural Science Foundation of China),Journal Article; Review
38894296,The Skin-Brain Axis: From UV and Pigmentation to Behaviour Modulation.,"The skin-brain axis has been suggested to play a role in several pathophysiological conditions, including opioid addiction, Parkinson's disease and many others. Recent evidence suggests that pathways regulating skin pigmentation may directly and indirectly regulate behaviour. Conversely, CNS-driven neural and hormonal responses have been demonstrated to regulate pigmentation, e.g., under stress. Additionally, due to the shared neuroectodermal origins of the melanocytes and neurons in the CNS, certain CNS diseases may be linked to pigmentation-related changes due to common regulators, e.g., MC1R variations. Furthermore, the HPA analogue of the skin connects skin pigmentation to the endocrine system, thereby allowing the skin to index possible hormonal abnormalities visibly. In this review, insight is provided into skin pigment production and neuromelanin synthesis in the brain and recent findings are summarised on how signalling pathways in the skin, with a particular focus on pigmentation, are interconnected with the central nervous system. Thus, this review may supply a better understanding of the mechanism of several skin-brain associations in health and disease.","Anna A Ascsillán, Lajos V Kemény",International journal of molecular sciences,2024,ACTH; Addison’s disease; HPA axis; MC1R; MITF; MSH; POMC; Parkinson’s disease; UVR; central nervous system; cortisol; eumelanin; keratinocyte; melanocyte; melanogenesis; melanoma; neuromelanin; nociception; opioid signalling; pheomelanin; pigmentation; redhead; skin; skin–brain axis; tyrosinase; vitamin D,10.3390/ijms25116199,"Department of Dermatology, Venereology and Dermatooncology, Faculty of Medicine, Semmelweis University, 1085 Budapest, Hungary.; Department of Dermatology, Venereology and Dermatooncology, Faculty of Medicine, Semmelweis University, 1085 Budapest, Hungary.",Humans; Skin Pigmentation; Brain; Animals; Skin; Ultraviolet Rays; Melanins; Signal Transduction; Behavior,739593 (EU's Horizon 2020 Research and Innovation Program); OTKA FK138696 (STIA-KFI grant from Semmelweis University),Journal Article; Review
38892567,Anti-HIV Humoral Response Induced by Different Anti-Idiotype Antibody Formats: An In Silico and In Vivo Approach.,"Despite advancements in vaccinology, there is currently no effective anti-HIV vaccine. One strategy under investigation is based on the identification of epitopes recognized by broadly neutralizing antibodies to include in vaccine preparation. Taking into account the benefits of anti-idiotype molecules and the diverse biological attributes of different antibody formats, our aim was to identify the most immunogenic antibody format. This format could serve as a foundational element for the development of an oligo-polyclonal anti-idiotype vaccine against HIV-1. For our investigation, we anchored our study on an established b12 anti-idiotype, referred to as P1, and proposed four distinct formats: two single chains and two minibodies, both in two different orientations. For a deeper characterization of these molecules, we used immunoinformatic tools and tested them on rabbits. Our studies have revealed that a particular minibody conformation, MbVHVL, emerges as the most promising candidate. It demonstrates a significant binding affinity with b12 and elicits a humoral anti-HIV-1 response in rabbits similar to the Fab format. This study marks the first instance where the minibody format has been shown to provoke a humoral response against a pathogen. Furthermore, this format presents biological advantages over the Fab format, including bivalency and being encoded by a monocistronic gene, making it better suited for the development of RNA-based vaccines.","Valeria Caputo, Ilaria Negri, Louiza Moudoud, Martina Libera, Luigi Bonizzi, Massimo Clementi, Roberta Antonia Diotti",International journal of molecular sciences,2024,HIV vaccine; anti-idiotype; antibody; immunoinformatic; minibody,10.3390/ijms25115737,"Pomona Ricerca S.r.l, Via Assarotti 7, 10122 Turin, Italy.; Pomona Ricerca S.r.l, Via Assarotti 7, 10122 Turin, Italy.; Pomona Ricerca S.r.l, Via Assarotti 7, 10122 Turin, Italy.; Pomona Ricerca S.r.l, Via Assarotti 7, 10122 Turin, Italy.; One Health Unit, Department of Biomedical, Surgical and Dental Sciences, School of Medicine, University of Milan, Via Pascal 36, 20133 Milan, Italy.; Pomona Ricerca S.r.l, Via Assarotti 7, 10122 Turin, Italy.; Pomona Ricerca S.r.l, Via Assarotti 7, 10122 Turin, Italy.","Animals; Rabbits; HIV Antibodies; HIV-1; Immunity, Humoral; Antibodies, Anti-Idiotypic; AIDS Vaccines; HIV Infections; Humans; Antibodies, Neutralizing; Computer Simulation; Epitopes",N/A,Journal Article
38892387,New Insight into Intestinal Mast Cells Revealed by Single-Cell RNA Sequencing.,"Mast cells (MCs) are tissue-resident immune cells distributed in all tissues and strategically located close to blood and lymphatic vessels and nerves. Thanks to the expression of a wide array of receptors, MCs act as tissue sentinels, able to detect the presence of bacteria and parasites and to respond to different environmental stimuli. MCs originate from bone marrow (BM) progenitors that enter the circulation and mature in peripheral organs under the influence of microenvironment factors, thus differentiating into heterogeneous tissue-specific subsets. Even though MC activation has been traditionally linked to IgE-mediated allergic reactions, a role for these cells in other pathological conditions including tumor progression has recently emerged. However, several aspects of MC biology remain to be clarified. The advent of single-cell RNA sequencing platforms has provided the opportunity to understand MCs' origin and differentiation as well as their phenotype and functions within different tissues, including the gut. This review recapitulates how single-cell transcriptomic studies provided insight into MC development as well as into the functional role of intestinal MC subsets in health and disease.","Erisa Putro, Alessia Carnevale, Caterina Marangio, Valerio Fulci, Rossella Paolini, Rosa Molfetta",International journal of molecular sciences,2024,colorectal cancer; gut inflammation; intestinal mast cells,10.3390/ijms25115594,"Department of Molecular Medicine, Laboratory Affiliated to Istituto Pasteur Italia-Fondazione Cenci Bolognetti, Sapienza University of Rome, 00161 Rome, Italy.; Department of Molecular Medicine, Laboratory Affiliated to Istituto Pasteur Italia-Fondazione Cenci Bolognetti, Sapienza University of Rome, 00161 Rome, Italy.; Department of Molecular Medicine, Laboratory Affiliated to Istituto Pasteur Italia-Fondazione Cenci Bolognetti, Sapienza University of Rome, 00161 Rome, Italy.; Department of Molecular Medicine, Laboratory Affiliated to Istituto Pasteur Italia-Fondazione Cenci Bolognetti, Sapienza University of Rome, 00161 Rome, Italy.; Department of Molecular Medicine, Laboratory Affiliated to Istituto Pasteur Italia-Fondazione Cenci Bolognetti, Sapienza University of Rome, 00161 Rome, Italy.; Department of Molecular Medicine, Laboratory Affiliated to Istituto Pasteur Italia-Fondazione Cenci Bolognetti, Sapienza University of Rome, 00161 Rome, Italy.","Humans; Mast Cells; Single-Cell Analysis; Animals; Sequence Analysis, RNA; Transcriptome; Intestines; Cell Differentiation",AIRC IG-24955 (Italian Association for Cancer Research); 2020-366 (Istituto Pasteur Italia-Fondazione Cenci Bolognetti),Journal Article; Review
38891926,Unveiling the Roles of Cysteine Proteinases F and W: From Structure to Pathological Implications and Therapeutic Targets.,"Cysteine cathepsins F and W are members of the papain-like cysteine protease family, which have distinct structural features and functional roles in various physiological and pathological processes. This review provides a comprehensive overview of the current understanding of the structure, biological functions, and pathological implications of cathepsins F and W. Beginning with an introduction to these proteases, we delve into their structural characteristics and elucidate their unique features that dictate their enzymatic activities and substrate specificity. We also explore the intricate involvement of cathepsins F and W in malignancies, highlighting their role as potential biomarkers and therapeutic targets in cancer progression. Furthermore, we discuss the emerging roles of these enzymes in immune response modulation and neurological disorders, shedding light on their implications in autoimmune and neurodegenerative diseases. Finally, we review the landscape of inhibitors targeting these proteases, highlighting their therapeutic potential and challenges in clinical translation. This review brings together the diverse facets of cysteine cathepsins F and W, providing insights into their roles in health and disease and guiding future investigations for therapeutic advances.","Kristina Zdravkova, Olja Mijanovic, Ana Brankovic, Polina M Ilicheva, Aleksandra Jakovleva, Jelena Karanovic, Milena Pualic, Dusan Pualic, Aleksandr A Rubel, Lyudmila V Savvateeva, Alessandro Parodi, Andrey A Zamyatnin",Cells,2024,cysteine cathepsins; inhibitors; pathology; therapy,10.3390/cells13110917,"AD Alkaloid Skopje, Boulevard Alexander the Great 12, 1000 Skopje, North Macedonia.; Dia-M, LCC, 7 b.3 Magadanskaya Str., 129345 Moscow, Russia.; Department of Forensic Sciences, Faculty of Forensic Sciences and Engineering, University of Criminal Investigation and Police Studies, Cara Dusana 196, 11000 Belgrade, Serbia.; Institute of Chemistry, Saratov State University, Astrakhanskaya Street 83, 410012 Saratov, Russia.; HoxLife Science GmbH, Gutleutstraße 169-171, 60327 Frankfurt am Main, Germany.; Laboratory for Molecular Biology, Institute of Molecular Genetics and Genetic Engineering, University of Belgrade, Vojvode Stepe 444A, 11000 Belgrade, Serbia.; Institute Cardiovascular Diseases Dedinje, Heroja Milana Tepica 1, 11000 Belgrade, Serbia.; Military Medical Academy, Crnotravska 17, 11000 Belgrade, Serbia.; Laboratory of Amyloid Biology, St. Petersburg State University, 199034 St. Petersburg, Russia.; Institute of Translational Medicine and Biotechnology, Sechenov First Moscow State Medical University, 119991 Moscow, Russia.; Research Center for Translational Medicine, Sirius University of Science and Technology, 354340 Sochi, Russia.; Faculty of Bioengineering and Bioinformatics, Lomonosov Moscow State University, 119234 Moscow, Russia.",Humans; Animals; Cathepsin F; Neoplasms; Cysteine Proteases; Cathepsins; Substrate Specificity,21-75-30020 (Russian Science Foundation),Journal Article; Review
38891782,Unveiling divergent treatment prognoses in IDHwt-GBM subtypes through multiomics clustering: a swift dual MRI-mRNA model for precise subtype prediction.,"IDH1-wildtype glioblastoma multiforme (IDHwt-GBM) is a highly heterogeneous and aggressive brain tumour characterised by a dismal prognosis and significant challenges in accurately predicting patient outcomes. To address these issues and personalise treatment approaches, we aimed to develop and validate robust multiomics molecular subtypes of IDHwt-GBM. Through this, we sought to uncover the distinct molecular signatures underlying these subtypes, paving the way for improved diagnosis and targeted therapy for this challenging disease.","Qiang Ji, Yi Zheng, Lili Zhou, Feng Chen, Wenbin Li",Journal of translational medicine,2024,Bioinformatics; Glioblastoma; IDH wild type; Machine learning; Multiomics; Online interactive platform; Programmed cell death; Radiomics,10.1186/s12967-024-05401-6,"Department of Neuro-Oncology, Cancer Center, China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.; Department of Neuro-Oncology, Cancer Center, China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.; Department of Neuro-Oncology, Cancer Center, China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, China.; Department of Neuro-Oncology, Cancer Center, China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. chenfeng@bjtth.org.; Department of Neuro-Oncology, Cancer Center, China National Clinical Research Center for Neurological Diseases, Beijing Tiantan Hospital, Capital Medical University, Beijing, China. liwenbin@ccmu.edu.cn.","Humans; Cluster Analysis; Glioblastoma; Prognosis; Brain Neoplasms; Isocitrate Dehydrogenase; RNA, Messenger; Magnetic Resonance Imaging; Male; Female; Middle Aged; Mutation; Reproducibility of Results; Cohort Studies; Treatment Outcome; Multiomics",No. J200003 (The National Natural Science Foundation of Beijing); RCYJ-2020-2025-LWB (Talent Introduction Foundation of Tiantan Hospital),Journal Article
38891048,Extracellular matrices of stromal cell subtypes regulate phenotype and contribute to the stromal microenvironment in vivo.,"Bone marrow stromal cells (BMSCs) are highly heterogeneous, which may reflect their diverse biological functions, including tissue maintenance, haematopoietic support and immune control. The current understanding of the mechanisms that drive the onset and resolution of heterogeneity, and how BMSCs influence other cells in their environment is limited. Here, we determined how the secretome and importantly the extracellular matrix of BMSCs can influence cellular phenotype.","Andrew P Stone, Emma Rand, Gabriel Thornes, Alasdair G Kay, Amanda L Barnes, Ian S Hitchcock, Paul G Genever",Stem cell research & therapy,2024,Bone marrow stromal cell; Cellular heterogeneity; Extracellular matrix; Secretome; Stromal microenvironment,10.1186/s13287-024-03786-1,"Department of Biology, York Biomedical Research Institute, University of York, York, UK. Andrewstone@brandeis.edu.; Department of Biology, York Biomedical Research Institute, University of York, York, UK.; Department of Biology, York Biomedical Research Institute, University of York, York, UK.; Department of Biology, York Biomedical Research Institute, University of York, York, UK.; Department of Biology, York Biomedical Research Institute, University of York, York, UK.; Department of Biology, York Biomedical Research Institute, University of York, York, UK.; Department of Biology, York Biomedical Research Institute, University of York, York, UK.",Humans; Extracellular Matrix; Mesenchymal Stem Cells; Phenotype; Cell Movement; Extracellular Matrix Proteins; Stromal Cells; Cell Line,BB/M011151/1 (Biotechnology and Biological Sciences Research Council); 21156 (Versus Arthritis),Journal Article
38890658,Modulation of innate immunity related genes resulting in prophylactic antimicrobial and antiviral properties.,"The innate immunity acts during the early phases of infection and its failure in response to a multilayer network of co-infections is cause of immune system dysregulation. Epidemiological SARS-CoV-2 infections data, show that Influenza Virus (FLU-A-B-C) and Respiratory Syncytial Virus (RSV) are co-habiting those respiratory traits. These viruses, especially in children (mostly affected by 'multi-system inflammatory syndrome in children' [MIS-C] and the winter pandemic FLU), in the aged population, and in 'fragile' patients are causing alteration in immune response. Then, bacterial and fungal pathogens are also co-habiting the upper respiratory traits (e.g., Staphylococcus aureus and Candida albicans), thus contributing to morbidity in those COVID-19 affected patients.","Veronica Ferrucci, Marco Miceli, Chiara Pagliuca, Orazio Bianco, Luigi Castaldo, Luana Izzo, Marica Cozzolino, Carla Zannella, Franca Oglio, Antonio Polcaro, Antonio Randazzo, Roberta Colicchio, Massimiliano Galdiero, Roberto Berni Canani, Paola Salvatore, Massimo Zollo",Journal of translational medicine,2024,COVID-19; Co-infections; Influenza virus; Innate immunity; Nutraceutical formula; Polyphosphates; SARS-CoV-2; Sincytial respiratory virus,10.1186/s12967-024-05378-2,"Department of Molecular Medicine and Medical Biotechnology (DMMBM), University of Naples 'Federico II', Via Sergio Pansini 5, 80131, Naples, Italy. veronica.ferrucci@unina.it.; CEINGE Biotecnologie Avanzate 'Franco Salvatore', Via Gaetano Salvatore 486, 80145, Naples, Italy.; Department of Molecular Medicine and Medical Biotechnology (DMMBM), University of Naples 'Federico II', Via Sergio Pansini 5, 80131, Naples, Italy.; CEINGE Biotecnologie Avanzate 'Franco Salvatore', Via Gaetano Salvatore 486, 80145, Naples, Italy.; Department of Pharmacy, University of Naples 'Federico II', Via Domenico Montesano 49, 80131, Naples, Italy.; Department of Pharmacy, University of Naples 'Federico II', Via Domenico Montesano 49, 80131, Naples, Italy.; CEINGE Biotecnologie Avanzate 'Franco Salvatore', Via Gaetano Salvatore 486, 80145, Naples, Italy.; Department of Experimental Medicine, University of Campania ""Luigi Vanvitelli"", 80138, Naples, Italy.; CEINGE Biotecnologie Avanzate 'Franco Salvatore', Via Gaetano Salvatore 486, 80145, Naples, Italy.; Polcaro Fitopreparazioni S.R.L, Via Sant Agnello, 9 D; 80030, Roccarainola, Naples, Italy.; Department of Pharmacy, University of Naples 'Federico II', Via Domenico Montesano 49, 80131, Naples, Italy.; Department of Molecular Medicine and Medical Biotechnology (DMMBM), University of Naples 'Federico II', Via Sergio Pansini 5, 80131, Naples, Italy.; Department of Experimental Medicine, University of Campania ""Luigi Vanvitelli"", 80138, Naples, Italy.; CEINGE Biotecnologie Avanzate 'Franco Salvatore', Via Gaetano Salvatore 486, 80145, Naples, Italy.; Department of Molecular Medicine and Medical Biotechnology (DMMBM), University of Naples 'Federico II', Via Sergio Pansini 5, 80131, Naples, Italy.; Department of Molecular Medicine and Medical Biotechnology (DMMBM), University of Naples 'Federico II', Via Sergio Pansini 5, 80131, Naples, Italy. massimo.zollo@unina.it.","Humans; Immunity, Innate; Antiviral Agents; COVID-19; SARS-CoV-2; Anti-Infective Agents; Polyphenols; Dietary Supplements","CUP: D63C22000570002 ('CEINGE-TASK-FORCE-2022 COVID19', POR Campania FESR 2014/2020); No. 2022MXFLMZ (Ministero dell'Università e della Ricerca Italiana (PRIN) grant (PRIN 2022)); MUR: CN00000006-CUP: E63C22002170007 (PNRR ""Partenariato di Neuroscienze e Neurofarmacologia (PE12) - A multiscale integrated approach to the study of the nervous system in health and disease (MNESYS), University Federico II)",Journal Article
38886845,Therapeutic potential of probiotics in gut microbial homeostasis and Rheumatoid arthritis.,"Rheumatoid arthritis (RA) is a chronic autoimmune disease characterized by inflammation and joint damage. Existing treatment options primarily focus on managing symptoms and slowing disease progression, often with side effects and limitations. The gut microbiome, a vast community of microorganisms present in the gastrointestinal tract, plays a crucial role in health and disease. Recent research suggests a bidirectional relationship between the gut microbiome and RA, highlighting its potential as a therapeutic option. This review focuses on the interaction between the gut microbiome and RA development, by discussing how dysbiosis, an imbalance in gut bacteria, can contribute to RA through multiple mechanisms such as molecular mimicry, leaky gut, and metabolic dysregulation. Probiotics, live microorganisms with health benefits, are emerging as promising tools for managing RA. They can prevent the negative effects of dysbiosis by displacing harmful bacteria, producing anti-inflammatory metabolites like short-chain fatty acids (SCFA), Directly influencing immune cells, and modifying host metabolism. animal and clinical studies demonstrate the potential of probiotics in improving RA symptoms and disease outcomes. However, further research is needed to optimize probiotic strains, dosages, and treatment protocols for personalized and effective management of RA. This review summarizes the current understanding of the gut microbiome and its role in RA and discusses future research directions. In addition to the established role of gut dysbiosis in RA, emerging strategies like fecal microbiota transplantation, prebiotics, and postbiotics offer exciting possibilities. However, individual variations in gut composition necessitate personalized treatment plans. Long-term effects and clear regulations need to be established. Future research focusing on metagenomic analysis, combination therapies, and mechanistic understanding will unlock the full potential of gut microbiome modulation for effective RA management.","Dhivyadharshini Balasundaram, Veeramurugan Veerasamy, Magdalin Sylvia Singarayar, Vivek Neethirajan, Arul Ananth Devanesan, Sivasudha Thilagar",International immunopharmacology,2024,Dysbiosis; Gut microbiome; Leaky gut; Probiotics; Rheumatoid Arthritis (RA); Short Chain Fatty Acids (SCFA),10.1016/j.intimp.2024.112501,"Department of Environmental Biotechnology, Bharathidasan University, Tiruchirappalli, Tamil Nadu 620024, India.; Department of Environmental Biotechnology, Bharathidasan University, Tiruchirappalli, Tamil Nadu 620024, India.; Department of Environmental Biotechnology, Bharathidasan University, Tiruchirappalli, Tamil Nadu 620024, India.; Department of Environmental Biotechnology, Bharathidasan University, Tiruchirappalli, Tamil Nadu 620024, India.; Department of Biotechnology, The American College, Madurai, Tamil Nadu, India.; Department of Environmental Biotechnology, Bharathidasan University, Tiruchirappalli, Tamil Nadu 620024, India. Electronic address: sudha@bdu.ac.in.","Humans; Arthritis, Rheumatoid; Probiotics; Gastrointestinal Microbiome; Animals; Dysbiosis; Homeostasis; Fecal Microbiota Transplantation",N/A,Journal Article; Review
38886736,Beneficial islet inflammation in health depends on pericytic TLR/MyD88 signaling.,"While inflammation is beneficial for insulin secretion during homeostasis, its transformation adversely affects β cells and contributes to diabetes. However, the regulation of islet inflammation for maintaining glucose homeostasis remains largely unknown. Here, we identified pericytes as pivotal regulators of islet immune and β cell function in health. Islets and pancreatic pericytes express various cytokines in healthy humans and mice. To interfere with the pericytic inflammatory response, we selectively inhibited the TLR/MyD88 pathway in these cells in transgenic mice. The loss of MyD88 impaired pericytic cytokine production. Furthermore, MyD88-deficient mice exhibited skewed islet inflammation with fewer cells, an impaired macrophage phenotype, and reduced IL-1β production. This aberrant pericyte-orchestrated islet inflammation was associated with β cell dedifferentiation and impaired glucose response. Additionally, we found that Cxcl1, a pericytic MyD88-dependent cytokine, promoted immune IL-1β production. Treatment with either Cxcl1 or IL-1β restored the mature β cell phenotype and glucose response in transgenic mice, suggesting a potential mechanism through which pericytes and immune cells regulate glucose homeostasis. Our study revealed pericyte-orchestrated islet inflammation as a crucial element in glucose regulation, implicating this process as a potential therapeutic target for diabetes.","Anat Schonblum, Dunia Ali Naser, Shai Ovadia, Mohammed Egbaria, Shani Puyesky, Alona Epshtein, Tomer Wald, Sophia Mercado-Medrez, Ruth Ashery-Padan, Limor Landsman",The Journal of clinical investigation,2024,Diabetes; Inflammation; Islet cells; Metabolism; Pericytes,10.1172/JCI179335,"Department of Cell and Development Biology, Faculty of Medical and Health Sciences and.; Department of Cell and Development Biology, Faculty of Medical and Health Sciences and.; Department of Human Molecular Genetics and Biochemistry, Faculty of Medical and Health Sciences and Sagol School of Neuroscience, Tel Aviv University, Tel Aviv, Israel.; Department of Cell and Development Biology, Faculty of Medical and Health Sciences and.; Department of Cell and Development Biology, Faculty of Medical and Health Sciences and.; Department of Cell and Development Biology, Faculty of Medical and Health Sciences and.; Department of Cell and Development Biology, Faculty of Medical and Health Sciences and.; Department of Cell and Development Biology, Faculty of Medical and Health Sciences and.; Department of Human Molecular Genetics and Biochemistry, Faculty of Medical and Health Sciences and Sagol School of Neuroscience, Tel Aviv University, Tel Aviv, Israel.; Department of Cell and Development Biology, Faculty of Medical and Health Sciences and.","Animals; Myeloid Differentiation Factor 88; Mice; Pericytes; Humans; Signal Transduction; Inflammation; Interleukin-1beta; Mice, Transgenic; Toll-Like Receptors; Chemokine CXCL1; Islets of Langerhans; Mice, Knockout; Insulin-Secreting Cells; Male; Glucose",N/A,Journal Article
38885604,Implementing regular physical activity for older individuals in the family strategy program using the RE-AIM framework to ensure feasibility and sustainability: EISI study protocol.,"The EISI study protocol aims to address the low participation rate in physical exercise programs among older individuals, emphasizing its significance as a non-pharmacological therapeutic approach for overall health and increased physical activity. The objectives include implementing physical activity (PA) and educational health programs in Jequié, Bahia, Brazil, targeting the Family Health Strategy population to enhance local physical activity levels among older individuals. The study also seeks to evaluate the program's feasibility, safety, and sustainability for large-scale implementation, along with assessing its impact on immune and inflammatory response biomarkers to the SARS-CoV virus, as well as physical-functional and brain health. Participants, aged 60 or above, will be divided into two groups: multicomponent exercise (MCE) and behavioral change interventions (BCI). The study employs a mixed-method approach, utilizing a non-randomized controlled short-term pathway model for a 4-8 weeks of pilot study and 16-week intervention impact assessment. Data collection encompasses various aspects such as sociodemographic information, mental health, physical fitness, fall risk, functional capacity, anthropometric measurements, hemodynamic assessment, habitual physical activity, and health-related quality of life. Blood and saliva samples are collected for cytokine and antibody biomarker analysis related to SARS-CoV immunity. Pre- and post-intervention evaluations for both groups will be conducted, with the hypothesis that MCE will yield more favorable responses compared to BCI. The study's holistic approach, including the assessment of feasibility, safety, and sustainability, aims to contribute to achieving Sustainable Development Goals (SDG) 3 and SDG 9 b y promoting accessible and sustainable healthcare initiatives for older individuals. This research aligns with global efforts to enhance health and well-being, emphasizing the importance of regular exercise in the aging population.","Saulo Vasconcelos Rocha, Clarice Alves Dos Santos, Ariani França Conceição, Bruna Maria Palotino-Ferreira, Danilo Barbosa Morais, Félix Salvador Chavane, Carolina Rego Chaves Dias, André Luís Lacerda Bachi, Rui Mendes, Sónia Brito-Costa, Sofia Silva, Guilherme Eustáquio Furtado",Contemporary clinical trials communications,2024,Active lifestyle; COVID-19; Public health; Sedentary behavior; Sustainable development goals; Vaccination,10.1016/j.conctc.2024.101311,"State University of Southwest Bahia, Health Sector II, Av. José Moreira Sobrinho, S/n -Jequiezinho, 45205-490, Jequié, Bahia, Brazil.; State University of Southwest Bahia, Health Sector II, Av. José Moreira Sobrinho, S/n -Jequiezinho, 45205-490, Jequié, Bahia, Brazil.; State University of Southwest Bahia, Health Sector II, Av. José Moreira Sobrinho, S/n -Jequiezinho, 45205-490, Jequié, Bahia, Brazil.; State University of Southwest Bahia, Health Sector II, Av. José Moreira Sobrinho, S/n -Jequiezinho, 45205-490, Jequié, Bahia, Brazil.; State University of Feira de Santana, Department of Health, Av. Transnordestino, S/n- Novo Horizonte, 44036-900, Feira de Santana, Bahia, Brazil.; State University of Feira de Santana, Department of Health, Av. Transnordestino, S/n- Novo Horizonte, 44036-900, Feira de Santana, Bahia, Brazil.; State University of Southwest Bahia, Health Sector II, Av. José Moreira Sobrinho, S/n -Jequiezinho, 45205-490, Jequié, Bahia, Brazil.; Post-Graduation Program in Health Sciences, Santo Amaro University, Rua Prof. Enéas de Siqueira Neto, 340, 04829-300, São Paulo, Brazil.; Polytechnic Institute of Coimbra, Coimbra Education School, Rua Dom João III - Solum, 3030-329, Coimbra, Portugal.; Polytechnic Institute of Coimbra, Coimbra Education School, Rua Dom João III - Solum, 3030-329, Coimbra, Portugal.; Polytechnic Institute of Coimbra, Coimbra Education School, Rua Dom João III - Solum, 3030-329, Coimbra, Portugal.; SPRINT - Sport Physical Activity and Health Research INvation cenTer, Rua Dom Joao III - Solum, 3030-329, Coimbra, Portugal.",N/A,N/A,Journal Article
